ID	unicode	uni_char	norm_unicode	norm_uni_char	composition	norm_big5_char	moe_variant_id
CB31375					[ㄊ/(罩-卓+(月*女*凡))]	嬴	a00976-015
CB31376					[穴/(唚-口+(冰-水+〡))]	寢	a01048-030
CB31377					[蔕-(冗-几+巾)+木]		
CB31378					[序-予+((並-(前-刖))/(弓*矢))]	廢	a01226-007
CB31379	27B39	𧬹			[言*豊]		
CB31380	28A77	𨩷			[鍜-(己-(乳-孚))+几]	鍛	
CB31381	986C	顬			[需*頁]		c16243
CB31382	591F	够			[句*多]	夠	a00844-001
CB31383	54CC	哌			[脈-月+口]	呱	a00554-002
CB31384					[(暴-(日/共))/又]		
CB31385					[((斷-斤)-└+┘)*斤]	斷	a01758-004
CB31386					[利-木+虫]		
CB31387					[齒*(戲-戈)]		n00098-009
CB31388					[刊-十+力]		
CB31389	233C0	𣏀			[利-禾+木]		c05005
CB31390					[仁-二+宮]		
CB31391					[上*免]		
CB31392					[兙-十+羽]		
CB31393					[夾/匕]		
CB31394	7ADC	竜			[電-雨+立]	龍	a04806-005
CB31395	7191	熑			[火*兼]		c06796
CB31396	24FFF	𤿿			[(丑/丑)*皮]	皺	a02735-001
CB31397	25F66	𥽦			[(鑿-臼+凵)-金+米]		c10158-003
CB31398	269B9	𦦹			[(鑿-臼+凵)-金+臼]		a04368-087
CB31399	23FD9	𣿙			[溳-口+朿]	漬	a02305-001
CB31400					[緣-(彖-豕)+(┐@一)]	緣	a03155-001
CB31401					[((耜-耒)/一)*帚]	歸	
CB31402					[企-止+(二/心)]	念	a01318-002
CB31403					[路-止+(夬-人)]	路	
CB31404					[寶-缶+(ㄙ/小)]	寶	
CB31405					[琉-ㄊ+(一/ㄙ)]	琉	a02567-002
CB31406					[皮-(〡/又)+(豕-一+王)]	處	
CB31407					[咒-几+(友-又+匕)]	咒	a00550-003
CB31408					[烈-列+(里*占)]	點	a04775-003
CB31409					[耳*ㄑ]	取	a00473-003
CB31410					[(土/夕)*羊]	聲	
CB31411					[亭-丁+至]	臺	a03391-052
CB31412					[座-(人*人)+(口*人)]	座	a01213-001
CB31413			5F84	径	[彳*圣]	徑	a01289-001
CB31414	9030	逰			[遊-方+(打-丁)]	遊	a04158-002
CB31415	22A7E	𢩾			[打-丁+丸]	執	a00784-027
CB31416					[收-ㄆ+(巢-果+田)]		
CB31417	20AD4	𠫔			[一/ㄙ]	肱	a03301-001
CB31418					[又*隻]		
CB31419					[方*箕]	旗	
CB31420					[月*甾]		c10975
CB31421	6E9A	溚			[泳-永+荅]		c06337
CB31422					[唾-┴+山]	唾	a00637-003
CB31423					[前-刖+汒]	茫	
CB31424					[仁-二+忝]		
CB31425					[(〡*目)/儿]	兒	
CB31426					[(之-、)/、]		
CB31427	249BA	𤦺			[琦-大+(立-一)]	琦	b02633-001
CB31428					[詣-匕+(乞-乙)]	詣	a03822-006
CB31429					[┐/一]		
CB31430					[序-予+(林/止)]	歷	a02074-006
CB31431					[鄉-郎+即]	鄉	
CB31432					[擔-言+(工/口)]	擔	a01688-002
CB31433					[羌-儿+(耳*ㄑ)]	叢	
CB31434					[講-(冉-土)+＝]	講	
CB31435					[前-刖+(坐-┴+十)]	華	
CB31436					[(前-刖+(夕*匕))/大]	葬	
CB31438					[(、*(厂-一))*(亨-了+(口@〡))]	臨	a03385-030
CB31439					[士/巴]	聲	
CB31440	8999	覙			[(乞-乙+小)*見]		a03813-001
CB31441					[乞-乙+(一/卄/一)]	無	
CB31442					[卄/(〡*日)]		c11494-001
CB31443					[冬-ㄆ+山]	出	a00325-004
CB31444					[奴/牛]		
CB31445	206EB	𠛫			[利-禾+多]		c00571
CB31446					[死-一+├]	死	
CB31447	9EA8	麨			[麥*少]		
CB31448	5A04	娄			[米/女]	婁	a00939-002
CB31449					[券-刀+天]	奏	
CB31450	51EE	凮			[夙-歹+百]	風	a04572-005
CB31451					[木/亍]		
CB31452					[木*星]		
CB31453	5D8C	嶌			[山/鳥]	島	a01120-005
CB31454					[山*寄]		
CB31455					[十/石]		
CB31456					[└@一]		
CB31457					[卄/(亟-又+ㄑ)]		c11591-003
CB31458	84F8	蓸			[卄/曹]		c11810
CB31459					[玉-王+大]		
CB31460	26B03	𦬃			[卄/乇]		c00025-001
CB31461					[孑*央]		
CB31462					[尸@萬]		
CB31463					[山*去]		
CB31464					[(乞-乙+匕)*力]		
CB31465					[之/而]		
CB31466					[尺/皿]		
CB31467					[方*兆]		
CB31468					[方*全]		
CB31469					[日*家]		
CB31470					[火*貫]		
CB31471					[央/(丹-、+十)]		
CB31472					[斥*刀]		
CB31473					[白*失]		
CB31474					[矢*力]		
CB31475	257A8	𥞨			[禾*亥]		
CB31476					[立*易]		
CB31477					[旨*首]		
CB31478					[糸*左]		
CB31479					[糸*即]		
CB31480					[糸*我]		
CB31481					[糸*皆]		
CB31482					[老/女]		
CB31483					[言*往]		
CB31484					[言*(共-八+包)]		
CB31485					[林*休]		
CB31486					[釆*羽]		
CB31487	27871	𧡱			[音*見]		
CB31488					[音*雚]		
CB31489					[家*勺]		
CB31490					[(馬-(烈-列)+一)*(、/尺)]		
CB31491					[(住/木)*頁]		
CB31492					[厂@放]		
CB31493					[彳*夌]		
CB31494					[馗-九+犮]		
CB31495					[涑*亍]		
CB31496					[桓-旦+(亞-二)]		
CB31497					[褁-木]		
CB31498					[一/人/土]		
CB31499					[十/田/又]		
CB31500					[口/一/山]		
CB31501					[仁-二+乎]		
CB31502					[仁-二+包]		
CB31503					[仁-二+弄]		
CB31504					[伏-大+底]		
CB31505					[尺/田/一]		
CB31506					[平-干+千]		
CB31507					[打-丁+刃]		
CB31508					[打-丁+某]		
CB31509					[宋-木+委]		
CB31510					[序-予+(豕-(必-心))]		
CB31511					[((?*(必-心))/(?*(必-心)))*ㄆ]		
CB31512					[攸-ㄆ+欠]		
CB31513	24731	𤜱			[狂-王+巴]	豝	b04782-001
CB31514					[(雪-雨)/用]		
CB31515					[十*角]		
CB31516					[泳-永+之]		
CB31517					[竺-二+辟]		
CB31518					[ㄗ*玄]		
CB31519					[俟-矢+大]		
CB31520					[逅-口+牛]		
CB31521					[堅-土+見]	覽	a03775-011
CB31522					[條-木+人]		
CB31523					[這-言+鹿]		
CB31524					[給-口+內]		
CB31525	23E35	𣸵			[滅-火+女]	滅	a02285-010
CB31526					[罩-卓+歹]		
CB31527					[跳-兆+臣]		
CB31528					[麥*酉]		
CB31529	903B	逻			[邏-維+夕]	邏	a04198-001
CB31530					[(止/矢)*令]		
CB31531					[穎-匕+上]	穎	
CB31532					[(目*勿)/心]		
CB31533					[羊/(言*言)]		
CB31534	8AA4	誤			[諿-耳+天]	誤	a03838-003
CB31535					[鍇-白+日]	鍇	b05393-001
CB31536					[鹿/(人*人)]		
CB31537	66A6	暦			[曆-秝+林]	曆	a01822-001
CB31538					[(匕/乂/木)*余]		
CB31540					[(采-木+王)*糸]		
CB31541					[(前-刖+隹)*力]	勸	
CB31542					[冗-几+(目/大)]	冥	
CB31543	220C4	𢃄			[世/(冗-几+巾)]	帶	a01176-021
CB31544					[矻-乙+儿]		
CB31545					[度-廿+由]		
CB31546					[改-己+(朕-月)]		
CB31547					[林/(白-日+几)]		
CB31548					[玉-王+竿]		
CB31549					[前-刖+(世/木)]	葉	a03525-012
CB31550					[僚-日+二]		
CB31551					[林/(宋-木+(既-旡+寸))]		
CB31552	27068	𧁨			[萩-火+(衡-行)]	蘇	a03597-002
CB31553					[((乞-乙+小)*刀)]		
CB31554					[(上/夫)*(人/未)]		
CB31555					[(第-(竺-二))/木]		
CB31556					[言*(可-一+立)]		
CB31557					[車*(桑-木)]		
CB31558					[佡-山+匕]		
CB31559					[仁-二+(冰-水+虎)]		
CB31560					[揃-刖+旲]		a01653-002
CB31561					[序-予+(艮-日+口)]		
CB31562					[阿-可+(套-大+人)]		
CB31563					[阿-可+易]	陽	a04432-010
CB31564					[烈-列+(咒-几+土)]		
CB31565					[瘭-示+心]		
CB31566	28565	𨕥			[這-言+(巢-果+(一/自))]	道	a04159-019
CB31567					[這-言+(瞿-隹+寸)]		
CB31568					[(煢-(冗-几))-十+米]		
CB31569					[鮮-(烈-列)+大]	鮮	a04695-004
CB31570					[打-丁+(夕*(十/下))]		
CB31571					[這-言+(大/(羊-一))]		
CB31572					[養-良+(介-(企-止))]	養	a04597-008
CB31573					[社-土+(亶-〦+(乞-乙))]	襢	
CB31574					[前-刖+(穌-(烈-列)+大)]	蘇	a03597-011
CB31575					[鏐-(彰-章)+(暴-(日/共))]	鏐	
CB31576					[ㄙ/夫]	矣	a02817-003
CB31577	7985	禅			[禪-(口*口)+(美-(王/大))]	禪	a02905-002
CB31578					[濂-(赤-土)+(烈-列)]	濂	a02342-002
CB31579					[前-刖+禺]	萬	a02909-008
CB31580	2315C	𣅜			[比/日]	皆	a02725-001
CB31581					[(立/月)*尨]	龍	a04806-016
CB31582					[〦/(變-〦)]	變	
CB31583					[(采-木+(扁-戶))*(〦/羊)]	辭	
CB31584					[前-刖+旲]	莫	a03486-010
CB31585					[(采-木+(扁-戶))*(白-日+(乳-孚))]	亂	a00045-044
CB31586					[企-止+未]	余	a00128-001
CB31587					[挬-(十/子)+(豕-一+王)]	據	
CB31588					[ㄐ*(采-木+寸)]	將	
CB31589					[序-予+(林/(心-(白-日)))]	歷	a02074-007
CB31590					[改-己+(前-刖+句)]	敬	a01735-005
CB31591					[(上/天)*(予-(丁-一)+(之-、))]	疑	
CB31592					[(機-人+ㄅ)-、]	機	
CB31593					[ㄗ*急]	隱	
CB31594					[(起-巳+(耳*ㄑ))-(足-口)+(之-、)]	趣	a03999-019
CB31595	72B6	状			[(冰-水+〡)*犬]	狀	a02511-001
CB31596					[坑-几+(面-(百-日)+米)]	墻	
CB31597	9ED9	黙			[烈-列+(里*犬)]	默	a04773-002
CB31598					[終-ㄆ+免]	終	
CB31599					[莊-爿+ㄐ]	莊	
CB31600	9EBB	麻			[序-予+林]	麻	a04764-002
CB31601					[沉-儿+未]	深	a02243-012
CB31602					[檐-言+(┐/一/口)]	檐	b01867-012
CB31603	25677	𥙷			[社-土+甫]	補	a03729-003
CB31604					[邰-口+(面-(百-日)+十)]	鄙	a04219-002
CB31605	5717	圗			[囗@(ㄙ/(面-(百-日)+(友-又)))]	圖	a00739-006
CB31606					[侔-(白-日)]	侔	b00069-004
CB31607					[俟-失+夫]	俟	a00159-009
CB31608					[前-刖+((冰-水+〡)*土)]	莊	
CB31609					[前-刖+化]	花	a03439-010_1
CB31610					[前-刖+央]	英	a03455-019
CB31611					[(皮-(〡/又)+(王/隹))*予]	虧	
CB31612					[昭-刀+(美-(王/大))]	昭	a01788-006
CB31613					[皮-(〡/又)+(王/(吳-大+(一/八)))]	虞	
CB31614					[喚-(ㄇ@人)+(罩-卓)]	喚	
CB31615					[換-(ㄇ@人)+(罩-卓)]	換	
CB31616					[謙-(赤-土)+(烈-列)]	謙	a03873-002
CB31617					[儉-(人*人)+(烈-列)]	儉	a00252-005
CB31618					[這-言+(十/田/日)]	遭	a04181-004
CB31619	257F5	𥟵			[禾*(九/〦/日)]	稽	a02941-033
CB31620	229D0	𢧐			[戰-(口*口)+(美-(王/大))]	戰	a01483-014
CB31621	61F4	懴			[懺-(人*人)+十]	懺	a01461-001
CB31622					[前-刖+(ㄐ*土)]	莊	
CB31623					[荒-亡+(匚@一)]	荒	a03464-027
CB31624					[(角*羊)/虫]	蟹	a03687-006
CB31625					[(工*几)/心]	恐	a01348-003
CB31626					[前-刖+古]	苦	a03448-010
CB31627					[道/小]	導	a01067-008
CB31628					[ㄐ*大]		
CB31629					[ㄙ/失]		
CB31631					[土/羊]		
CB31632					[弋@正]		
CB31633					[日*更]		
CB31634					[古/幸]		
CB31635					[雨/思]		
CB31636					[覽-一]		
CB31637					[厂@已]		
CB31638					[囟/目]		
CB31639					[、廾、、]		
CB31640					[ㄊ/田/儿]		
CB31641					[后-口+巿]		
CB31642					[收-ㄆ+土]		
CB31643					[死-匕+巳]		
CB31645					[宋-木+王]		
CB31646					[卸-ㄗ+夫]		
CB31647					[泳-永+烏]		
CB31648					[狀-爿+ㄐ]		
CB31649					[社-土+刀]		
CB31650					[社-土+已]		
CB31651					[前-刖+戊]		
CB31652					[前-刖+汜]		
CB31653					[指-匕+上]		
CB31654					[挨-天+夫]		
CB31655					[宿-百+日]		
CB31656					[就-口+日]		
CB31657					[幾-人+ㄅ]		
CB31658					[景-口+日]		
CB31659					[階-白+日]		
CB31660					[飾-巾+万]		
CB31661					[嘗-匕+一]		
CB31662					[彰-日+田]		
CB31663					[審-采+米]		
CB31664					[駭-人+ㄑ]		
CB31665					[遽-虍+雨]		
CB31666					[穢-止+山]		
CB31667					[蟠-釆+米]		
CB31668					[廬-虍+雨]		
CB31670					[爐-虍+雨]		
CB31671					[涘-矢+夫]		
CB31672					[譖-日+貝]		
CB31673					[(匕/天)*欠]		
CB31674					[(亡*ㄉ)/王]		
CB31675					[(目*月)/皿]		
CB31676					[(百/廾)*殳]		
CB31677					[〦/(戀-〦)]		
CB31678					[〦/(蠻-〦)]		
CB31679					[臣*(〦/品)]		
CB31680					[車*(耳*ㄑ)]		
CB31681					[金*(米/女)]		
CB31682					[骨*(求-、)]		
CB31683					[獅-(白-日)]		
CB31684					[槐-(白-日)]		
CB31685					[(魅-(白-日))-ㄙ]		
CB31686					[鑒-(罩-卓)]		
CB31687					[土*(前-刖+合)]		
CB31688					[仁-二+(尸@夫)]		
CB31689					[仁-二+(弋@山)]		
CB31690					[仁-二+(脩-〡)]		
CB31691					[打-丁+(雨/匆)]		
CB31692					[禾*(九/上/日)]		
CB31693					[米*(白-日+睪)]		
CB31694					[糸*(十/甲/寸)]		
CB31695					[宋-木+(口/口)]		
CB31696					[序-予+(林/日)]		
CB31697					[言*(前-刖+旲)]		
CB31698					[車*(一/八/土)]		
CB31699					[竺-二+(東-十)]		
CB31700					[阿-可+(匚@丙)]		
CB31701					[倪-臼+(⊥*日)]		
CB31702					[烈-列+(圭*丸)]		
CB31703					[搏-甫+(十/甲)]		
CB31705					[辟-辛+(〦/羊)]		
CB31706					[寥-(彰-章)+小]		
CB31707	23F43	𣽃			[澹-言+(工/口)]	澹	a02351-001
CB31708					[龜-(色-巴)+、]	龜	a04808-100
CB31709					[繆-(彰-章)+小]		
CB31710					[薛-辛+(〦/羊)]		
CB31711	280BB	𨂻			[蹈-臼+(〡*日)]	蹈	a04035-003
CB31713					[韜-臼+(〡*日)]		
CB31714					[類-犬+(八/ㄅ)]		
CB31715					[贍-言+(工/口)]		
CB31716					[鱗-(烈-列)+大]		
CB31717					[厂@(艮-日+口)]	辰	a04109-006
CB31718					[彳*(一/八/土)]		
CB31719					[琬-(厄-厂)+匕]		
CB31720					[轤-(├/七)+王]		
CB31723					[((印-ㄗ)*月)/壬]		
CB31724					[(虍/(火/目))*又]		
CB31725					[女*(匕*(└@匕))]		
CB31726					[耳*(心-(白-日))]		
CB31728	664B	晋			[普-(美-(王/大))]	晉	a01795-006
CB31729					[(北-匕+白*匕)/几]		
CB31730					[(美-王+田)-大+力]		
CB31731					[利-禾+(前-刖+幵)]		
CB31733					[怡-台+(羲-ㄎ+乃)]		
CB31734					[飢-几+(乏-之+犮)]		
CB31735					[這-言+(前-刖+禺)]		
CB31736					[虍-七+(一/火/目)]		
CB31737					[搋-虎+(百-日+口)]		
CB31739					[(口/了)*(后-口+市)]		
CB31740					[(美-(王/大)+目)*頁]		
CB31742					[(厂-一)*(耜-耒)*頁]		
CB31743					[日*(詹-言+(工/口))]		
CB31744					[打-丁+(口/(之-、))]		
CB31745					[皮-(〡/又)+(王/胃)]		
CB31746					[利-禾+(ㄇ/(工/山))]		
CB31747					[其-八+(心-(白-日))]		
CB31748					[招-刀+(美-(王/大))]		
CB31749					[前-刖+(隹/(〡*日))]		
CB31750					[浹-(人*人)+(前-刖)]		
CB31751					[幾-(戈@人)+(弋@ㄅ)]		
CB31752			3898	㢘	[廉-(赤-土)+(烈-列)]	廉	
CB31753					[暇-(己-(乳-孚))+几]		
CB31754					[跳-兆+((梳-木)-、)]		
CB31755					[跳-兆+(心-(白-日))]		
CB31756					[疑-(匕/矢)+(上/夫)]		
CB31757					[輕-(巢-果)+(光-兀)]		
CB31758					[劍-(人*人)+(烈-列)]		
CB31759					[機-(戈@人)+(弋@ㄅ)]		
CB31760					[險-(人*人)+(烈-列)]		
CB31761					[檢-(人*人)+(烈-列)]		
CB31762					[禪-(口*口)+(ㄙ*ㄙ)]		
CB31763					[謙-(亦-〦)+(烈-列)]		
CB31764					[賺-(赤-土)+(烈-列)]		
CB31765					[驗-(人*人)+(烈-列)]		
CB31767					[歛-(人*人)+(烈-列)]		
CB31768					[((辟-辛)/土)*(〦/羊)]		
CB31769					[((辟-辛)/王)*(〦/羊)]		
CB31770					[((辟-辛)/言)*(〦/羊)]		
CB31771					[(立/(厂-一))@(泳-永)]		
CB31772					[(改-己+(前-刖+句))/馬]		
CB31773					[皮-(〡/又)+(王/口/天)]		
CB31774					[利-禾+(冗-几+(前-刖+山))]		
CB31776					[(超-刀+(美-(王/大)))-(足-口)+(之-、)]		
CB31777					[這-言+(采-木+(工/山))]		
CB31778	7E02	縂			[總-囪+(美-(王/大)+口)]	總	a03172-012
CB31779					[彳*木*(乞-乙+(丁-一))]		
CB31781					[乳-孚+(采-木+(扁-戶))]		
CB31782					[喪-(口*口)+(美-(王/大))]		
CB31783					[利-禾+(乞-乙+(前-刖+山))]		
CB31785					[(士/(眉-目+耳))*(色-巴+文)]		
CB31786					[利-禾+(皮-(〡/又)+(王/匆))]		
CB31788					[起-巳+(色-巴+((巨-匚)@十))]		
CB31790					[晉-(一/(ㄙ*ㄙ))+(〦/(口*口))]		
CB31791					[前-刖+((世-廿+卄)/(冗-几+巾))]		
CB31792					[(皮-(〡/又)+(王/隹))*(前-刖+ㄅ)]		
CB31793					[(口/了)*(后-口+(了-(丁-一)+巾))]		
CB31794					[山/((上/天)*(予-(丁-一)+(之-、)))]		
CB31795					[病-丙+((上/天)*((予-(丁-一))/(之-、)))]		
CB31796					[枆-二+(土*土)]	桃	
CB31797					[迡-匕+幸]	遲	
CB31798					[尸@月]		
CB31799					[肆-聿+((彰-章)/須)]	鬚	
CB31800	24C1B	𤰛			[力/田]	留	a02645-001
CB31801					[社-土+貴]		
CB31802					[〦/(鸞-〦)]		
CB31805					[台*(〦/羊)]		
CB31806					[(冰-水+〡)*木]		
CB31808					[燄-臼+(〡*日)]		
CB31809					[辭-辛+(〦/羊)]		
CB31810					[爐-(├/七)+王]		
CB31812					[謾-又+(万-一)]		
CB31813					[(乏-之+虫)*(米/田)]		
CB31814					[(采-木+(工/山))*系]		
CB31815					[序-予+((土/小)*欠)]		
CB31816					[泳-永+(夾/(恭-共))]		
CB31818					[彈-(口*口)+(ㄙ*ㄙ)]		
CB31819					[陜-(人*人)+(前-刖)]		
CB31820					[(皮-(〡/又)+(王/丘))*(百-日+ㄎ)]		
CB31821					[干-〡+儿]	無	
CB31822					[糸*ㄉ]		
CB31823					[莁/十]	華	
CB31824					[二/力]	方	
CB31825					[尋-口+儿]	尋	
CB31826					[(ㄙ*刀)/田]	留	
CB31827	25060	𥁠			[券-刀+皿]		c08200
CB31828					[打-丁+((留-田)-刀+ㄗ)]	抑	
CB31829					[恒-旦+且]	恒	
CB31830					[穿-才+十]	牢	
CB31831					[一/且]		
CB31832					[二/水]		
CB31833					[上/月]		
CB31834					[戶@由]		
CB31835					[月*亍]		
CB31836					[牛*巳]		
CB31837					[丘/一]		
CB31838					[交*刀]		
CB31839	3B5F	㭟			[共/木]		
CB31840					[言*ㄆ]		
CB31841					[車*夬]		
CB31842					[門@知]		
CB31843					[料/木]		
CB31844					[馬*麥]		
CB31845					[商*欠]		
CB31846	5179	兹			[磁-石]		a03473-002
CB31847					[气-一]		
CB31848					[內-入+?]		
CB31850					[仁-二+巳]		
CB31851					[俘-子+(?/乂)]		
CB31854					[完-兀+且]		
CB31857					[阿-可+急]		
CB31859					[恙-心+水]		
CB31860					[烈-列+樣]		
CB31861					[常-吊+玉]		
CB31862					[細-十+又]		
CB31863					[這-言+來]		
CB31864					[障-日+田]		
CB31865					[撥-殳+ㄆ]		
CB31866					[(歹*即)/言]		
CB31867					[(米*?)/木]		
CB31868					[月*(尸@工)]		
CB31869					[備-(共-八)+?]		
CB31870					[卄/倠/(〡*日)]		
CB31871					[木*(光-兀+(戈-、))]		
CB31872					[糸*(冬-ㄆ+免)]		
CB31873					[糸*(色-巴+也)]		
CB31874					[糸*(罡-正+止)]		
CB31875					[楞-木+(打-丁)]		
CB31876					[慢-又+(一/力)]		
CB31877					[糸*(七-一+ㄙ)]		
CB31878					[攢-兟+(天*天)]		
CB31879					[((⊥*目)/ㄙ)*(儿/一/乂)]		
CB31880					[這-言+(尤-尢+木)]		
CB31881					[(止/(脊-月+口))*殳]		
CB31882					[(比-匕+(白*匕))/儿]		
CB31883					[(嘹-口)-(日/小)+集]		
CB31884					[〦/(幾-(戈@人)+大)]		
CB31885					[卄/((羔-王+田)*禾)]		
CB31886					[二/(面-(百-日))/木]		
CB31888					[言*(宛-(夗-夕)+匕)]		
CB31889					[栗-木+(卑-(白-日))]		
CB31893					[二/((卄/一)*(弋-、))]		
CB31894					[仁-二+((留-田)-刀+ㄗ)]		
CB31895					[這-言+((留-田)-刀+ㄗ)]		
CB31896					[美-(王/大)+(奄-大+田)]		
CB31897					[廓-子+?]		
CB31898					[((既-旡)-日+口)*((巨-匚)/(之-、))]		
CB31899					[改-己+爻]	教	a01726-022
CB31900					[急-(色-巴)+(乞-乙+一)]		
CB31901					[(虎-儿+(並-(前-刖)))*戊]		
CB31902					[怡-台+送]		
CB31903					[(企-止+未)*刃]		
CB31904					[發-(弓*殳)+放]	發	a02720-046
CB31905					[尋-口+几]	尋	a01065-005
CB31906					[日/(夕*十)]	昇	
CB31907					[蘇-(烈-列)+火]	蘇	
CB31908					[一/向]		
CB31909					[日*危]		
CB31910					[目*寺]		
CB31911					[多*即]		
CB31912					[米*尺]		
CB31913					[米/車]		
CB31914					[貝*之]		
CB31915					[林/儿]		
CB31916					[宓/石]		
CB31917					[冰-水+監]		
CB31918					[狂-王+丈]		
CB31919					[唆-口+巾]		
CB31920					[栗-木+且]		
CB31921					[跳-兆+色]		
CB31922					[蜴-勿+句]		
CB31923					[磥-糸+十]		
CB31924					[卄/(棣-木)]		
CB31925					[(立/小)*尤]		
CB31926					[(米/田)*月]		
CB31927					[(雪-雨)/大]		
CB31928					[巾*(厂@火)]		
CB31929					[月*(文/月)]		
CB31930					[糸*(羽/羽)]		
CB31931					[角*(巳/十)]		
CB31932					[碑-(白-日)]		
CB31933					[糸*(冉-工+又)]		
CB31934					[宋-木+(目/大)]		
CB31935					[社-土+(妻-〦)]		
CB31936					[竺-二+(凵@來)]		
CB31937					[病-丙+(更-一)]		
CB31938					[莊-爿+(〡*〡)]		
CB31939					[這-言+(一/品)]		
CB31940					[達-羊+(衣-〦)]		
CB31941					[迴-(口/一)+巳]		
CB31942					[革*(卑-(白-日))]		
CB31943					[宋-木+(├/日/儿)]		
CB31944					[利-禾+(希-巾+孑)]		
CB31945					[乾-乞+(夸-大+ㄆ)]		
CB31946					[劇-豦+(皮-(〡/又)+(處-虍+王))]		
CB31947					[〦/(面-(百-日))/一/小]	稟	
CB31948					[杭-几+儿]	杬	b01626-001
CB31949					[一/凶]		
CB31950					[它*鳥]		
CB31951					[万/虫]		
CB31952					[歹*系]		
CB31953	5721	圡			[玉-王+土]	土	a00740-001
CB31954					[辰-二+口]		
CB31955					[洪-八+隹]		
CB31956					[完-兀+勿]		
CB31957					[娠-二+口]		
CB31958					[碧-白+刀]		
CB31959					[彳*(?/目)]		
CB31960					[(券-刀)*良]		
CB31961					[(ㄠ*車*ㄠ)/口]		
CB31962					[(臨-品+二)/見]		
CB31963					[詣-匕+(天*天)]		
CB31964					[顏-文+(立-一)]		
CB31965					[改-己+(常-吊+子)]		
CB31966					[涅-土+(並-(前-刖))]		
CB31967					[(並-(前-刖)+〦)/ㄆ]		
CB31968					[(前-刖+(夕*匕))/火]		
CB31969					[色-巴+(鹿-比+(人*人))]		
CB31970					[(采-木+(豕-ㄑ))*(自/八)]		
CB31971					[(處-虍)-几+(面-(百-日))]		
CB31972					[(立/((厂-一)*(泳-永)))*頁]		
CB31973					[(並-(前-刖))/(弓*(色-巴+文))]	發	
CB31974					[鄣-日+由]	鄣	b05181-001
CB31975					[掯-止+上]		
CB31976					[企-止+(二/貝)]		
CB31977					[土*乍]		
CB31978					[熟-享+京]		
CB31979					[(虎-儿+丘)*戈]	戲	a01484-017
CB31980					[刀/鹿]		
CB31981					[熟-子+日]	熟	
CB31982					[佉-土+大]	佉	
CB31983					[熟-(口/子)+(日/日)]		
CB31984					[坑-几+(北/土)]		
CB31985	236DC	𣛜			[木*集]		
CB31986					[莫/水]		
CB31987					[一/乂]	又	a00468-003
CB31988					[由-ㄇ+(月-二)]	用	
CB31989					[用-(舉-與)+士]	用	a02627-007
CB31990					[(禾*(玉-王+尢))/〦/日]	稽	
CB31991					[仁-二+(((留-刀)-田)*ㄗ)]	仰	
CB31992					[(魁-ㄙ)-(白-日)]	魁	a04684-015
CB31993					[(米*矛)/木]	糅	
CB31994					[讓-(口*口)]	讓	a03898-008
CB31995					[固-十+一]	同	a00501-005
CB31996					[茶-木]		
CB31997					[草-日+田]	草	a03469-011
CB31998	5F72	彲			[彰-章+麗]	螭	b04365-008
CB31999	2810E	𨄎			[跳-兆+基]		c14048
CB32000					[(孰-子+日)/火]	熟	
CB32001					[起-土+夭]	起	
CB32002					[邱-丘+(冉-土+二)]	那	
CB32003	807C	聼			[敢-ㄆ+(德-彳)]	聽	a03282-007
CB32004					[收-ㄆ+犬]	狀	
CB32005					[魯-(烈-列)]	曾	a01838-009
CB32006	24F32	𤼲			[發-殳+ㄆ]	發	a02720-002
CB32007					[瞻-言+(工/口)]	瞻	a02809-001
CB32008					[旃-、+一]	旃	
CB32009					[廢-殳+ㄆ]	廢	a01226-003
CB32010					[糸*(壓-猒+(烈-列+里))]	纏	a03190-002
CB32011					[門@(滔-臼+(〡*日))]	閻	a04389-011
CB32012					[栴-、+一]	栴	
CB32013					[卯-ㄗ+(、*((邱-丘)@、))]	卵	
CB32014					[卯-ㄗ+((邱-丘)@、)]	卵	
CB32015					[卯-ㄗ+(邱-丘+、)]	卵	
CB32016					[爇-坴+幸]	爇	b02449-010
CB32017					[殞-口+ㄙ]	殞	b01951-002
CB32018					[採-木+(工/止)]	搖	
CB32019					[旃-、+〡]	旃	
CB32020					[淫-壬+(工/止)]	淫	a02240-004
